"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
259.2,28.8,259.2,0,0,288,259.2,0,201.6,0,0,0,0,0,144
288,288,0,0,0,216,252,0,216,0,0,180,0,0,0
90,45,0,180,45,0,0,0,135,0,0,405,135,135,270
144,144,0,0,0,96,192,0,96,0,0,480,0,0,288
106.666666666667,106.666666666667,0,133.333333333333,0,240,186.666666666667,0,240,0,0,240,0,0,186.666666666667
540,60,0,0,0,240,0,0,0,0,0,0,0,480,120
254.117647058824,141.176470588235,0,169.411764705882,0,112.941176470588,197.647058823529,0,169.411764705882,0,0,197.647058823529,0,0,197.647058823529
308.571428571429,257.142857142857,0,0,0,0,205.714285714286,0,0,0,0,154.285714285714,0,0,514.285714285714
324,108,0,0,0,216,252,0,180,0,0,108,0,0,252
438.260869565217,375.652173913043,0,0,0,0,0,0,0,0,0,438.260869565217,0,0,187.826086956522
248.275862068966,496.551724137931,0,0,0,99.3103448275862,148.965517241379,0,0,0,0,49.6551724137931,0,248.275862068966,148.965517241379
278.709677419355,232.258064516129,0,46.4516129032258,0,185.806451612903,232.258064516129,0,0,0,0,0,0,0,464.516129032258
288,201.6,0,0,0,57.6,0,0,201.6,0,0,144,288,144,115.2
301.395348837209,200.93023255814,301.395348837209,0,0,0,0,0,334.883720930233,0,0,33.4883720930233,0,0,267.906976744186
500.869565217391,62.6086956521739,0,0,0,0,563.478260869565,0,250.434782608696,0,0,0,0,0,62.6086956521739
341.052631578947,113.684210526316,0,189.473684210526,0,0,0,0,151.578947368421,0,0,0,0,303.157894736842,341.052631578947
233.513513513514,350.27027027027,0,0,0,233.513513513514,77.8378378378378,0,272.432432432432,0,0,116.756756756757,0,116.756756756757,38.9189189189189
151.578947368421,227.368421052632,189.473684210526,0,0,0,0,0,303.157894736842,0,0,37.8947368421053,0,227.368421052632,303.157894736842
223.448275862069,223.448275862069,0,0,0,0,173.793103448276,0,99.3103448275862,0,0,223.448275862069,223.448275862069,99.3103448275862,173.793103448276
265.263157894737,341.052631578947,0,0,0,37.8947368421053,151.578947368421,0,227.368421052632,0,0,0,0,189.473684210526,227.368421052632
360,252,144,0,0,360,0,0,0,0,0,216,0,72,36
381.176470588235,127.058823529412,0,0,0,338.823529411765,169.411764705882,84.7058823529412,0,0,0,127.058823529412,0,0,211.764705882353
183.272727272727,130.909090909091,0,0,0,235.636363636364,130.909090909091,0,157.090909090909,261.818181818182,0,130.909090909091,0,0,209.454545454545
110.769230769231,443.076923076923,0,0,0,0,0,0,221.538461538462,0,0,664.615384615385,0,0,0
209.454545454545,235.636363636364,0,0,0,183.272727272727,78.5454545454545,26.1818181818182,183.272727272727,0,0,157.090909090909,104.727272727273,0,261.818181818182
209.032258064516,185.806451612903,0,232.258064516129,0,139.354838709677,162.58064516129,0,116.129032258065,0,0,92.9032258064516,0,232.258064516129,69.6774193548387
288,230.4,0,172.8,0,28.8,288,0,57.6,0,0,259.2,0,0,115.2
184.615384615385,36.9230769230769,73.8461538461538,0,0,258.461538461538,73.8461538461538,0,332.307692307692,0,0,332.307692307692,0,147.692307692308,0
233.513513513514,194.594594594595,0,0,0,311.351351351351,77.8378378378378,0,155.675675675676,0,0,194.594594594595,0,77.8378378378378,194.594594594595
48,144,48,0,0,240,288,0,336,0,0,48,0,0,288
288,360,0,0,0,144,144,0,0,0,0,0,0,0,504
36.9230769230769,110.769230769231,0,221.538461538462,0,147.692307692308,110.769230769231,0,184.615384615385,0,0,73.8461538461538,0,332.307692307692,221.538461538462
345.6,57.6,0,0,0,115.2,0,0,0,0,0,0,288,115.2,518.4
378.947368421053,75.7894736842105,0,0,0,151.578947368421,265.263157894737,0,189.473684210526,0,0,0,0,378.947368421053,0
55.3846153846154,332.307692307692,0,0,0,166.153846153846,498.461538461538,166.153846153846,0,0,0,0,0,0,221.538461538462
336,336,0,288,0,0,0,0,48,0,0,96,0,0,336
234.418604651163,234.418604651163,33.4883720930233,0,0,200.93023255814,167.441860465116,0,0,0,0,267.906976744186,0,100.46511627907,200.93023255814
261.818181818182,218.181818181818,0,0,0,305.454545454545,174.545454545455,0,0,0,0,0,87.2727272727273,0,392.727272727273
110.769230769231,221.538461538462,110.769230769231,332.307692307692,0,0,0,0,0,0,0,553.846153846154,0,0,110.769230769231
250.434782608696,156.521739130435,281.739130434783,0,0,281.739130434783,0,0,0,0,0,187.826086956522,0,0,281.739130434783
175.609756097561,280.975609756098,0,0,0,70.2439024390244,140.487804878049,0,245.853658536585,0,0,0,210.731707317073,0,316.09756097561
155.675675675676,77.8378378378378,0,0,0,77.8378378378378,116.756756756757,0,272.432432432432,0,0,350.27027027027,0,0,389.189189189189
245.853658536585,70.2439024390244,0,0,0,0,245.853658536585,0,316.09756097561,0,0,316.09756097561,0,0,245.853658536585
96,288,0,0,0,144,432,0,0,0,0,432,0,0,48
589.090909090909,261.818181818182,0,196.363636363636,0,0,327.272727272727,0,65.4545454545455,0,0,0,0,0,0
626.086956521739,438.260869565217,0,0,0,0,0,0,187.826086956522,0,0,125.217391304348,0,0,62.6086956521739
324,36,0,0,0,288,288,0,288,0,0,144,0,0,72
108,144,216,0,0,324,0,0,0,288,0,216,0,0,144
347.586206896552,248.275862068966,0,0,0,496.551724137931,248.275862068966,0,0,0,0,0,0,0,99.3103448275862
163.636363636364,196.363636363636,229.090909090909,0,0,294.545454545455,32.7272727272727,0,196.363636363636,0,0,327.272727272727,0,0,0
320,53.3333333333333,0,0,0,213.333333333333,0,0,0,0,0,106.666666666667,533.333333333333,0,213.333333333333
389.189189189189,116.756756756757,0,0,0,0,155.675675675676,0,350.27027027027,0,0,77.8378378378378,194.594594594595,0,155.675675675676
240,102.857142857143,0,0,0,308.571428571429,68.5714285714286,0,171.428571428571,0,0,205.714285714286,0,0,342.857142857143
205.714285714286,205.714285714286,205.714285714286,117.551020408163,0,29.3877551020408,264.489795918367,0,146.938775510204,0,0,0,0,117.551020408163,146.938775510204
261.818181818182,0,0,0,0,0,916.363636363636,0,261.818181818182,0,0,0,0,0,0
436.363636363636,43.6363636363636,0,0,0,0,0,0,43.6363636363636,0,0,392.727272727273,0,174.545454545455,349.090909090909
84.7058823529412,282.352941176471,0,0,0,56.4705882352941,141.176470588235,225.882352941176,254.117647058824,0,0,225.882352941176,28.2352941176471,0,141.176470588235
387.692307692308,387.692307692308,0,0,0,0,0,0,0,0,0,0,0,332.307692307692,332.307692307692
480,144,0,0,0,0,0,0,336,0,0,288,0,0,192
110.769230769231,295.384615384615,332.307692307692,258.461538461538,0,0,0,0,0,0,0,110.769230769231,73.8461538461538,36.9230769230769,221.538461538462
62.6086956521739,375.652173913043,0,0,0,500.869565217391,0,0,0,0,0,0,0,313.04347826087,187.826086956522
36.9230769230769,184.615384615385,258.461538461538,0,0,184.615384615385,295.384615384615,0,73.8461538461538,0,0,110.769230769231,147.692307692308,0,147.692307692308
210.731707317073,316.09756097561,0,0,0,0,351.219512195122,0,316.09756097561,0,0,0,35.1219512195122,0,210.731707317073
504,0,0,0,0,0,504,0,0,0,0,0,432,0,0
254.117647058824,296.470588235294,0,423.529411764706,0,211.764705882353,0,0,0,0,0,211.764705882353,0,0,42.3529411764706
294.545454545455,98.1818181818182,0,0,0,0,294.545454545455,0,98.1818181818182,0,0,98.1818181818182,32.7272727272727,261.818181818182,261.818181818182
200,400,0,0,0,120,360,0,40,0,0,0,0,0,320
327.272727272727,163.636363636364,0,0,0,32.7272727272727,229.090909090909,0,261.818181818182,0,0,98.1818181818182,0,0,327.272727272727
274.285714285714,240,34.2857142857143,0,0,137.142857142857,342.857142857143,0,0,274.285714285714,0,0,0,0,137.142857142857
29.3877551020408,264.489795918367,235.102040816327,0,0,293.877551020408,146.938775510204,0,117.551020408163,0,0,0,58.7755102040816,176.326530612245,117.551020408163
378.947368421053,37.8947368421053,0,0,0,0,303.157894736842,0,0,0,0,0,37.8947368421053,341.052631578947,341.052631578947
210.731707317073,280.975609756098,175.609756097561,0,0,210.731707317073,0,0,105.365853658537,0,0,0,105.365853658537,70.2439024390244,280.975609756098
112.941176470588,282.352941176471,0,282.352941176471,0,197.647058823529,197.647058823529,0,169.411764705882,0,0,56.4705882352941,0,0,141.176470588235
92.9032258064516,185.806451612903,0,0,0,464.516129032258,185.806451612903,0,371.612903225806,0,0,0,0,0,139.354838709677
60,90,0,0,0,270,240,0,240,0,0,180,0,300,60
338.823529411765,169.411764705882,0,0,0,169.411764705882,381.176470588235,0,296.470588235294,0,0,84.7058823529412,0,0,0
49.6551724137931,347.586206896552,0,0,0,198.620689655172,198.620689655172,0,0,0,0,248.275862068966,0,0,397.241379310345
254.117647058824,84.7058823529412,0,0,0,381.176470588235,254.117647058824,0,0,0,0,338.823529411765,0,0,127.058823529412
325.161290322581,139.354838709677,0,0,0,185.806451612903,92.9032258064516,0,0,0,0,278.709677419355,0,0,418.064516129032
432,96,0,0,0,432,48,0,48,0,0,0,0,0,384
153.191489361702,30.6382978723404,0,0,0,122.553191489362,306.382978723404,0,275.744680851064,0,0,275.744680851064,0,0,275.744680851064
189.473684210526,265.263157894737,0,0,0,0,341.052631578947,0,265.263157894737,0,0,0,0,0,378.947368421053
217.358490566038,190.188679245283,0,190.188679245283,0,217.358490566038,0,0,190.188679245283,0,0,244.528301886792,0,0,190.188679245283
72,360,0,0,0,144,72,0,720,0,0,0,0,0,72
249.230769230769,276.923076923077,249.230769230769,0,0,0,138.461538461538,0,138.461538461538,0,0,0,249.230769230769,0,138.461538461538
350.27027027027,350.27027027027,0,0,0,155.675675675676,233.513513513514,0,38.9189189189189,0,0,0,0,0,311.351351351351
185.806451612903,0,0,0,0,464.516129032258,278.709677419355,0,0,0,0,464.516129032258,0,0,46.4516129032258
205.714285714286,0,0,0,0,0,0,0,0,0,0,617.142857142857,0,617.142857142857,0
41.1428571428571,411.428571428571,0,0,0,370.285714285714,164.571428571429,0,0,0,0,0,329.142857142857,0,123.428571428571
381.176470588235,84.7058823529412,0,0,0,84.7058823529412,338.823529411765,0,0,0,127.058823529412,296.470588235294,127.058823529412,0,0
342.857142857143,171.428571428571,274.285714285714,0,0,171.428571428571,34.2857142857143,0,137.142857142857,0,0,0,0,0,308.571428571429
371.612903225806,46.4516129032258,0,0,139.354838709677,46.4516129032258,0,0,139.354838709677,0,0,371.612903225806,0,0,325.161290322581
43.6363636363636,87.2727272727273,0,0,0,0,305.454545454545,0,0,0,0,218.181818181818,0,436.363636363636,349.090909090909
221.538461538462,332.307692307692,0,0,0,55.3846153846154,332.307692307692,0,0,0,0,55.3846153846154,0,0,443.076923076923
160,106.666666666667,0,0,0,0,266.666666666667,0,266.666666666667,0,0,320,0,0,320
246.857142857143,205.714285714286,0,0,0,205.714285714286,246.857142857143,0,41.1428571428571,0,0,82.2857142857143,0,329.142857142857,82.2857142857143
480,60,0,0,0,120,60,0,360,0,0,0,0,360,0
261.818181818182,163.636363636364,0,0,0,32.7272727272727,98.1818181818182,0,130.909090909091,0,327.272727272727,163.636363636364,229.090909090909,0,32.7272727272727
496.551724137931,99.3103448275862,496.551724137931,0,0,0,0,0,0,0,0,0,0,148.965517241379,198.620689655172
288,288,0,0,0,0,360,0,144,0,0,72,0,0,288
246.857142857143,123.428571428571,123.428571428571,0,0,0,164.571428571429,0,370.285714285714,0,0,0,0,205.714285714286,205.714285714286
342.857142857143,34.2857142857143,240,0,0,0,240,102.857142857143,137.142857142857,0,0,0,0,0,342.857142857143
305.454545454545,174.545454545455,0,0,0,392.727272727273,87.2727272727273,0,392.727272727273,0,0,0,0,0,87.2727272727273
105.365853658537,316.09756097561,351.219512195122,0,0,35.1219512195122,280.975609756098,0,140.487804878049,0,0,0,0,0,210.731707317073
219.661016949153,219.661016949153,0,146.440677966102,0,48.8135593220339,146.440677966102,0,146.440677966102,0,0,170.847457627119,0,195.254237288136,146.440677966102
371.612903225806,325.161290322581,0,0,0,46.4516129032258,278.709677419355,0,0,0,0,0,0,0,418.064516129032
245.853658536585,140.487804878049,316.09756097561,0,0,105.365853658537,140.487804878049,0,70.2439024390244,0,0,245.853658536585,0,0,175.609756097561
258.461538461538,147.692307692308,0,184.615384615385,0,147.692307692308,110.769230769231,0,295.384615384615,0,0,258.461538461538,0,0,36.9230769230769
57.6,403.2,0,0,0,0,288,0,460.8,0,0,230.4,0,0,0
423.529411764706,169.411764705882,0,0,0,42.3529411764706,84.7058823529412,0,42.3529411764706,0,0,0,423.529411764706,127.058823529412,127.058823529412
369.230769230769,73.8461538461538,0,0,0,332.307692307692,221.538461538462,147.692307692308,0,0,0,0,0,0,295.384615384615
147.692307692308,221.538461538462,0,0,369.230769230769,0,295.384615384615,0,36.9230769230769,0,0,332.307692307692,0,0,36.9230769230769
141.176470588235,197.647058823529,197.647058823529,169.411764705882,0,0,56.4705882352941,0,141.176470588235,0,0,254.117647058824,0,0,282.352941176471
184.615384615385,295.384615384615,0,0,0,295.384615384615,73.8461538461538,0,258.461538461538,0,0,332.307692307692,0,0,0
28.8,288,115.2,230.4,0,0,0,0,0,0,0,172.8,288,144,172.8
180,144,0,0,0,108,144,252,0,0,0,324,0,0,288
110.769230769231,147.692307692308,0,0,0,184.615384615385,295.384615384615,0,221.538461538462,0,0,36.9230769230769,110.769230769231,0,332.307692307692
205.714285714286,176.326530612245,0,0,0,264.489795918367,205.714285714286,0,58.7755102040816,0,0,293.877551020408,0,0,235.102040816327
116.756756756757,350.27027027027,0,311.351351351351,0,116.756756756757,233.513513513514,0,0,0,0,0,0,194.594594594595,116.756756756757
450,180,450,0,180,0,0,0,0,0,0,135,0,0,45
200,120,120,0,0,0,40,0,320,0,280,40,0,0,320
156.521739130435,31.304347826087,219.130434782609,0,0,313.04347826087,0,0,156.521739130435,0,0,125.217391304348,187.826086956522,0,250.434782608696
180,135,0,0,0,0,225,0,180,0,0,405,0,0,315
278.709677419355,464.516129032258,0,0,0,0,325.161290322581,0,278.709677419355,0,0,0,0,0,92.9032258064516
480,137.142857142857,274.285714285714,0,0,0,68.5714285714286,0,137.142857142857,0,0,137.142857142857,0,0,205.714285714286
90,180,0,0,0,450,180,0,135,0,0,0,315,0,90
166.153846153846,332.307692307692,0,0,0,110.769230769231,166.153846153846,0,387.692307692308,0,0,110.769230769231,0,0,166.153846153846
240,0,0,0,0,0,0,0,0,0,0,720,0,0,480
92.9032258064516,464.516129032258,0,0,0,232.258064516129,92.9032258064516,0,371.612903225806,0,0,0,139.354838709677,0,46.4516129032258
128.571428571429,257.142857142857,0,0,0,102.857142857143,180,0,231.428571428571,0,0,25.7142857142857,0,257.142857142857,257.142857142857
195.254237288136,48.8135593220339,219.661016949153,195.254237288136,0,219.661016949153,170.847457627119,0,195.254237288136,0,0,0,0,0,195.254237288136
350.27027027027,77.8378378378378,350.27027027027,0,0,0,0,0,77.8378378378378,0,0,194.594594594595,0,0,389.189189189189
48,288,384,0,0,0,336,0,0,0,0,240,0,0,144
151.578947368421,113.684210526316,0,189.473684210526,0,0,75.7894736842105,0,151.578947368421,0,0,378.947368421053,0,0,378.947368421053
108,180,0,72,0,72,324,0,180,0,0,288,108,0,108
135,315,0,0,0,90,270,0,450,0,0,135,0,0,45
23.2258064516129,209.032258064516,92.9032258064516,232.258064516129,0,0,116.129032258065,0,232.258064516129,0,0,0,209.032258064516,185.806451612903,139.354838709677
264.489795918367,117.551020408163,0,0,0,146.938775510204,235.102040816327,0,29.3877551020408,0,264.489795918367,176.326530612245,0,146.938775510204,58.7755102040816
185.806451612903,185.806451612903,0,92.9032258064516,0,0,92.9032258064516,0,46.4516129032258,0,0,464.516129032258,325.161290322581,0,46.4516129032258
110.769230769231,332.307692307692,0,0,221.538461538462,0,0,0,221.538461538462,0,0,0,0,0,553.846153846154
144,324,0,0,0,36,288,0,36,0,0,72,324,0,216
325.161290322581,418.064516129032,0,0,0,0,371.612903225806,0,232.258064516129,0,0,0,0,0,92.9032258064516
73.8461538461538,295.384615384615,73.8461538461538,0,0,258.461538461538,0,0,0,0,0,332.307692307692,258.461538461538,0,147.692307692308
288,432,288,0,216,0,144,0,0,0,0,0,0,0,72
27.1698113207547,190.188679245283,244.528301886792,217.358490566038,0,163.018867924528,108.679245283019,0,0,217.358490566038,0,217.358490566038,27.1698113207547,0,27.1698113207547
137.142857142857,342.857142857143,0,0,0,205.714285714286,205.714285714286,0,205.714285714286,0,0,0,0,0,342.857142857143
225.882352941176,141.176470588235,0,197.647058823529,0,254.117647058824,225.882352941176,0,0,0,0,254.117647058824,0,0,141.176470588235
553.846153846154,110.769230769231,0,0,0,0,0,0,332.307692307692,0,0,0,110.769230769231,0,332.307692307692
164.571428571429,288,0,0,0,205.714285714286,205.714285714286,288,288,0,0,0,0,0,0
205.714285714286,370.285714285714,0,0,0,329.142857142857,123.428571428571,0,370.285714285714,0,0,41.1428571428571,0,0,0
411.428571428571,360,0,0,0,257.142857142857,257.142857142857,0,0,0,0,0,0,0,154.285714285714
261.818181818182,436.363636363636,0,0,0,0,0,0,0,0,0,0,0,436.363636363636,305.454545454545
106.666666666667,213.333333333333,0,0,0,0,480,0,480,0,0,160,0,0,0
147.692307692308,295.384615384615,0,73.8461538461538,0,0,221.538461538462,0,258.461538461538,0,0,147.692307692308,0,0,295.384615384615
66.9767441860465,133.953488372093,0,0,0,334.883720930233,267.906976744186,200.93023255814,133.953488372093,0,0,33.4883720930233,0,0,267.906976744186
316.09756097561,70.2439024390244,0,0,0,245.853658536585,140.487804878049,0,105.365853658537,0,0,316.09756097561,0,35.1219512195122,210.731707317073
360,80,0,0,0,0,80,120,120,0,400,0,80,0,200
172.8,230.4,0,28.8,0,259.2,288,0,288,0,0,0,172.8,0,0
96,48,96,0,0,144,432,0,384,0,0,0,144,0,96
349.090909090909,174.545454545455,0,261.818181818182,87.2727272727273,0,392.727272727273,0,0,0,0,174.545454545455,0,0,0
80,240,0,0,0,266.666666666667,160,0,0,0,0,186.666666666667,0,240,266.666666666667
274.285714285714,274.285714285714,0,0,0,0,0,0,205.714285714286,0,0,308.571428571429,308.571428571429,0,68.5714285714286
192,192,0,0,0,256,192,0,288,0,0,96,0,0,224
101.052631578947,151.578947368421,0,227.368421052632,0,227.368421052632,101.052631578947,202.105263157895,0,0,0,227.368421052632,0,101.052631578947,101.052631578947
41.1428571428571,246.857142857143,0,205.714285714286,0,41.1428571428571,411.428571428571,0,205.714285714286,0,0,41.1428571428571,0,0,246.857142857143
384,240,0,0,0,240,144,0,192,0,0,0,96,0,144
341.052631578947,189.473684210526,0,0,0,0,341.052631578947,0,341.052631578947,0,0,227.368421052632,0,0,0
392.727272727273,392.727272727273,0,0,0,174.545454545455,0,0,174.545454545455,0,0,0,0,0,305.454545454545
227.368421052632,303.157894736842,0,0,0,37.8947368421053,113.684210526316,0,113.684210526316,0,0,151.578947368421,0,378.947368421053,113.684210526316
265.263157894737,378.947368421053,0,0,0,265.263157894737,151.578947368421,0,75.7894736842105,0,0,37.8947368421053,227.368421052632,0,37.8947368421053
60,120,0,90,0,0,240,0,90,0,0,240,0,300,300
265.263157894737,303.157894736842,0,0,0,113.684210526316,113.684210526316,0,265.263157894737,0,0,0,0,0,378.947368421053
288,329.142857142857,0,0,0,0,205.714285714286,0,411.428571428571,0,0,0,0,0,205.714285714286
115.2,403.2,0,0,0,0,288,0,403.2,0,0,0,0,0,230.4
432,0,0,0,0,0,240,0,336,0,0,336,0,96,0
32.7272727272727,261.818181818182,0,0,0,327.272727272727,196.363636363636,0,229.090909090909,0,0,0,0,196.363636363636,196.363636363636
